policy_id;policy_state;policy_deductible;policy_annual_premium;insured_age;insured_sex;insured_education_level;insured_occupation;insured_hobbies;incident_date;incident_type;collision_type;incident_severity;authorities_contacted;incident_state;incident_city;incident_hour_of_the_day;number_of_vehicles_involved;bodily_injuries;witnesses;police_report_available;claim_amount;total_claim_amount;fraud_reported;suspicion_score;motif_suspicion
POL108251;CA;300;1175.35;56;MALE;Masters;Teacher;camping;21/09/2024;Vehicle Theft;Side;Total Loss;Ambulance;GA;Richardsonport;3;3;3;3;No;8634.93;13089.15;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL108500;MI;700;1160.93;35;OTHER;Masters;Lawyer;camping;30/07/2024;Vehicle Theft;Rear;Minor Damage;Fire;NY;West Jennifer;3;3;2;0;Yes;9125.21;9787.15;N;42.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL108633;PA;600;1158.36;75;MALE;High School;Lawyer;reading;14/03/2025;Vehicle Theft;Front;Total Loss;Inconnu;NC;Vincentview;4;2;4;3;Yes;22372.32;22229.45;Y;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation tres eleve (>= P90)
POL108767;MI;600;840.34;27;OTHER;PhD;Engineer;yachting;11/04/2025;Vehicle Theft;Side;Total Loss;Ambulance;CA;Lake Mary;3;1;1;2;No;2222.57;4399.43;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL108875;NC;700;1167.94;26;FEMALE;PhD;Sales;chess;04/08/2025;Vehicle Theft;Front;Total Loss;Fire;CA;Simmonsside;5;3;2;4;No;6815.71;11048.27;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL109291;OH;600;652.11;53;FEMALE;Masters;Engineer;paintball;17/10/2024;Vehicle Theft;Rear;Total Loss;Ambulance;TX;New Steven;3;2;3;5;No;1151.31;1624.46;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL109341;PA;1000;884.27;56;OTHER;College;Lawyer;chess;17/06/2024;Vehicle Theft;Front;Total Loss;Ambulance;MI;Lake Richardville;3;2;3;5;No;16423.24;15691.54;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL109525;TX;500;1073.4;25;OTHER;Masters;Manager;reading;15/07/2024;Vehicle Theft;Rear;Minor Damage;Fire;NC;Port Richard;5;3;0;4;No;20682.52;17469.41;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police | Conducteur jeune (16-25 ans)
POL109724;IL;400;818.04;26;FEMALE;Masters;Manager;hiking;26/09/2024;Vehicle Theft;Side;Total Loss;Fire;IL;Elizabethborough;3;3;1;2;Yes;21033.61;21777.15;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation tres eleve (>= P90)
POL109782;NC;300;803.47;69;FEMALE;Masters;Doctor;hiking;15/07/2024;Vehicle Theft;Front;Total Loss;Police;NY;Pamelashire;12;3;0;5;No;22216.09;23467.68;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol declare avec collision renseignee (incoherent) | Montant de reclamation tres eleve (>= P90) | Montant total tres eleve (>= P90) | Montant eleve sans rapport de police
POL109798;MI;700;1215.04;46;MALE;College;Doctor;camping;19/02/2024;Vehicle Theft;Side;Minor Damage;Ambulance;CA;Davidton;2;1;2;0;Yes;12706.01;11319.85;N;42.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL109828;IL;500;956.85;49;OTHER;High School;Sales;hiking;26/05/2024;Vehicle Theft;Front;Total Loss;Police;CA;South Christopher;22;1;1;2;No;23069.31;19227.29;Y;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol declare avec collision renseignee (incoherent) | Montant de reclamation extreme (>= P95) | Montant eleve sans rapport de police
POL110007;PA;700;1172.03;45;OTHER;PhD;Teacher;reading;02/03/2024;Vehicle Theft;Front;Major Damage;Police;FL;Lake Jenniferport;1;2;4;0;Yes;12154.12;17542.46;N;42.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL110043;GA;200;1331.64;38;MALE;College;Sales;hiking;07/04/2025;Vehicle Theft;Side;Total Loss;Fire;NC;Lake Shawnburgh;1;4;4;4;No;9122.55;12363.76;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL110195;IL;700;869.46;75;OTHER;College;Clerk;hiking;19/06/2024;Vehicle Theft;Side;Total Loss;Police;CA;New Heatherbury;1;4;0;4;No;8022.32;7832.75;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL110307;NC;400;679.94;68;MALE;Masters;Clerk;camping;08/01/2025;Vehicle Theft;Side;Total Loss;Fire;NC;Johnnymouth;1;3;1;4;No;4301.92;5301.84;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL110478;TX;200;1331.83;54;OTHER;PhD;Manager;hiking;07/04/2024;Vehicle Theft;Side;Total Loss;Police;PA;Dorishaven;2;3;4;2;No;10592.45;17325.01;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL110483;NC;1000;651.31;29;MALE;Masters;Teacher;chess;28/12/2023;Vehicle Theft;Side;Major Damage;Inconnu;TX;New Anthony;4;1;0;0;Yes;6806.84;11643.4;N;42.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL110503;NC;1000;1053.6;47;FEMALE;High School;Lawyer;hiking;25/10/2025;Vehicle Theft;Side;Total Loss;Fire;PA;Port Ryanville;0;1;0;3;Yes;20909.43;20069.32;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation tres eleve (>= P90)
POL110540;PA;200;1127.67;42;FEMALE;Masters;Clerk;hiking;31/05/2025;Vehicle Theft;Front;Total Loss;Inconnu;IL;Amymouth;0;2;1;5;No;14114.02;16715.01;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL110660;OH;700;1153.08;52;MALE;Masters;Doctor;paintball;06/12/2024;Vehicle Theft;Side;Major Damage;Police;GA;Monicahaven;3;4;1;0;Yes;19410.54;19270.66;N;42.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL111463;NY;300;632.62;68;FEMALE;PhD;Doctor;paintball;19/07/2025;Vehicle Theft;Side;Minor Damage;Fire;FL;Brooksshire;4;1;3;0;Yes;19553.88;21760.61;N;42.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL111642;FL;400;1013.43;26;MALE;Masters;Lawyer;reading;30/08/2024;Vehicle Theft;Front;Total Loss;Inconnu;PA;Brownville;4;3;4;4;No;5094.0;5075.25;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL111653;NC;200;879.08;42;OTHER;PhD;Manager;chess;05/10/2025;Vehicle Theft;Rear;Total Loss;Fire;FL;East Laurabury;4;3;0;4;No;13119.27;11370.85;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL111677;CA;1000;934.72;66;OTHER;PhD;Engineer;yachting;22/02/2024;Vehicle Theft;Rear;Total Loss;Police;PA;Stephanieside;2;2;3;2;No;2965.98;3739.21;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL111732;FL;600;985.21;34;FEMALE;College;Doctor;hiking;11/07/2024;Vehicle Theft;Rear;Total Loss;Ambulance;GA;North Melissaland;20;3;4;5;No;23131.46;20977.07;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol declare avec collision renseignee (incoherent) | Montant de reclamation extreme (>= P95) | Montant eleve sans rapport de police
POL111865;PA;400;910.23;67;MALE;PhD;Teacher;camping;04/06/2024;Vehicle Theft;Rear;Total Loss;Ambulance;PA;New Ericaberg;0;2;3;3;No;13176.14;16248.87;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL112163;CA;600;1075.5;61;MALE;Masters;Lawyer;paintball;08/01/2024;Vehicle Theft;Side;Total Loss;Inconnu;FL;Garciaburgh;5;2;1;4;No;13316.5;20563.28;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL112250;NY;400;1317.95;47;OTHER;High School;Engineer;reading;01/07/2024;Vehicle Theft;Front;Total Loss;Ambulance;CA;Meyershire;20;2;1;5;No;24701.72;22226.2;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol declare avec collision renseignee (incoherent) | Montant de reclamation extreme (>= P95) | Montant eleve sans rapport de police
POL112265;GA;600;811.4;35;MALE;College;Sales;chess;30/12/2024;Vehicle Theft;Front;Minor Damage;Ambulance;MI;Jasonstad;2;4;2;0;Yes;12152.78;12009.34;N;42.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL112266;PA;700;1013.69;67;FEMALE;High School;Sales;reading;21/01/2024;Vehicle Theft;Front;Total Loss;Police;FL;New Nicholasberg;3;2;0;3;No;13188.47;13720.39;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL112272;IL;600;1270.28;73;FEMALE;High School;Clerk;yachting;14/03/2024;Vehicle Theft;Side;Minor Damage;Inconnu;MI;Davidsonton;21;1;1;0;Yes;27660.67;24765.79;N;42.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol declare avec collision renseignee (incoherent) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95)
POL112310;MI;700;1077.34;49;FEMALE;PhD;Engineer;chess;29/02/2024;Vehicle Theft;Side;Total Loss;Inconnu;MI;Lake Angela;4;1;3;4;No;11962.09;14632.46;Y;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL112586;MI;500;1084.92;73;FEMALE;PhD;Sales;camping;13/12/2023;Vehicle Theft;Front;Total Loss;Police;MI;Rayton;2;2;4;3;No;3580.95;5509.91;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL112595;FL;800;828.23;42;OTHER;High School;Technician;camping;10/02/2025;Vehicle Theft;Side;Minor Damage;Fire;NY;New Kirstenburgh;3;1;3;0;Yes;6537.9;12756.8;N;42.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL112715;GA;800;1017.75;70;OTHER;PhD;Technician;camping;10/12/2024;Vehicle Theft;Front;Total Loss;Inconnu;TX;Nataliechester;1;2;2;5;No;16314.93;19007.53;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL112720;NY;800;1314.4;63;MALE;High School;Teacher;movies;24/03/2025;Vehicle Theft;Side;Minor Damage;Fire;OH;Elizabethbury;2;3;0;0;Yes;9863.13;18355.29;N;42.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL112917;IL;1000;1052.38;63;MALE;College;Clerk;paintball;17/04/2025;Vehicle Theft;Rear;Total Loss;Police;NY;South Kathrynbury;1;2;3;4;No;3307.59;4990.84;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL112965;MI;700;819.55;46;FEMALE;College;Clerk;reading;14/04/2025;Vehicle Theft;Rear;Total Loss;Fire;TX;North Danielfort;5;4;2;4;No;6113.51;8582.42;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL113048;PA;800;917.89;43;MALE;College;Teacher;hiking;23/08/2024;Vehicle Theft;Side;Total Loss;Police;PA;Russellburgh;3;4;3;4;No;4543.25;5017.96;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL113289;GA;800;609.72;53;OTHER;Masters;Manager;reading;18/03/2025;Vehicle Theft;Front;Total Loss;Fire;FL;Velezstad;0;1;4;2;No;11610.74;19484.67;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL113406;IL;400;778.83;39;OTHER;College;Manager;paintball;04/12/2023;Vehicle Theft;Rear;Major Damage;Inconnu;GA;Mcmillanmouth;1;2;0;0;Yes;1333.19;1652.89;N;42.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL113539;IL;800;722.2;70;FEMALE;College;Technician;reading;03/12/2023;Vehicle Theft;Front;Major Damage;Inconnu;FL;Lowehaven;3;1;1;0;Yes;6575.15;6680.36;Y;42.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL113644;IL;600;1003.06;60;OTHER;Masters;Doctor;movies;23/07/2025;Vehicle Theft;Front;Total Loss;Inconnu;IL;Hoodchester;0;3;2;4;No;19048.47;18702.77;Y;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL113848;GA;600;966.33;49;FEMALE;PhD;Clerk;chess;23/10/2024;Vehicle Theft;Side;Total Loss;Ambulance;PA;South Dennis;4;2;2;2;No;11145.34;12995.56;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL113959;IL;500;687.83;48;OTHER;PhD;Clerk;paintball;17/06/2024;Vehicle Theft;Front;Major Damage;Ambulance;MI;South Hannah;1;1;1;0;Yes;7325.25;7356.92;N;42.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL114122;IL;200;1218.76;28;MALE;Masters;Teacher;hiking;07/09/2025;Vehicle Theft;Side;Total Loss;Police;PA;Port Ronaldbury;3;3;2;5;No;5056.55;4896.1;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL114533;NY;200;813.22;73;OTHER;College;Teacher;movies;02/06/2025;Vehicle Theft;Rear;Total Loss;Police;OH;Lake Michael;3;3;0;4;No;18110.93;15527.14;Y;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL114559;TX;300;1201.19;71;FEMALE;PhD;Technician;paintball;01/06/2024;Vehicle Theft;Rear;Major Damage;Inconnu;CA;North Jamie;0;1;0;0;Yes;9700.27;11468.21;N;42.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL114669;GA;200;1210.38;30;MALE;PhD;Lawyer;reading;01/04/2025;Vehicle Theft;Front;Total Loss;Police;GA;Port Davidville;1;1;0;4;No;11660.98;13904.71;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL114709;IL;500;1029.84;42;FEMALE;PhD;Engineer;paintball;10/02/2025;Vehicle Theft;Rear;Minor Damage;Ambulance;GA;South Aliciachester;2;3;3;0;Yes;20326.37;17664.49;N;42.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
